ID,TARGET
1115,0.16287151409515221
1202,0.1427941293165954
1194,-0.26159893136435236
1084,0.24407560883303542
1135,0.06570316827006202
960,0.26645387383279945
1131,0.1715272714489286
996,0.09782303598700645
1085,0.14632668182610561
1063,0.2030817233943457
1035,0.13549687910163002
997,0.11765689373703397
1042,0.01817004789296596
954,0.09099590808136086
1126,-0.08272802987851395
1122,-0.011977567087946867
1167,-0.138917546628666
1125,-0.09085451995859346
1019,0.13526295286649634
982,0.06629831311999586
1175,-0.21743417976454676
1083,0.11114240673519828
1161,-0.13122494861581968
1061,0.13958365936014994
1044,0.1327785069121028
948,0.0903627973146683
949,0.13226502978781443
941,-0.1366521288975766
1001,-0.051333831600667776
1190,-0.40122422495538546
943,0.198409628832104
1011,0.03346231513810159
975,0.002171665258702757
1213,0.18020586311357617
1127,0.10973822276924936
1039,0.09380902802910714
1196,-0.284530266167186
1171,0.032144196714405056
2028,0.3278057438973317
1746,0.28362243667142695
1608,0.0878036104616915
1356,-0.030781649873322908
2008,0.2253293290995792
1390,-0.024847942787936256
1337,-0.12925362399369267
1830,0.1770954577006258
1217,-0.060592651232938624
2037,0.29643069512869435
1989,0.06453512413220391
1984,-0.15360871238109242
2147,0.1455750815349237
1496,0.4245798282254779
1521,0.21898599093743737
1935,-0.1397603722518428
1994,0.0986065479375885
1389,-0.017067046788850584
1433,-0.26433521882016653
1371,-0.060550594147235334
1469,0.26717468684116785
1956,0.20261496950186428
1889,-0.12587715310674863
1708,0.07854877999239304
2071,0.25867833243469784
1407,0.05017885504904014
1339,0.0693969083681106
1582,0.0012587734948667079
1805,0.17483926605167505
1627,-0.2569244265500478
1570,0.2580313677167421
1232,0.06543280496953566
2109,-0.04248657934903223
1663,-0.08823875386867523
1664,-0.34295421436423174
1590,0.3349124830876125
1465,0.027835188245099465
1466,0.1296995182740065
1458,-0.05622777345962683
1741,-0.4356838337035074
1245,0.2943935085335622
1444,0.14298803533907012
1920,0.2725196228397183
1632,0.2591328795470244
1439,-0.0029532745531753307
1358,0.15097141335634245
1238,0.06653838748695466
1551,0.22918563739103115
1404,0.015174242156489534
1789,0.3867439472435873
1393,-0.1362726026167667
1668,-0.3236651456125977
1264,0.19642423319358893
2106,-0.12052727505549725
1494,0.17873867833925897
2088,0.13749120001249776
2030,0.12110970696427827
1642,0.3631433879378441
2095,-0.26354007754559927
1771,0.26767367643037293
1589,0.2695774418197427
1959,0.011572887652406993
1961,-0.18746104690592957
1760,0.21807468938401847
2116,-0.03518066834764247
1336,0.0258612259549161
1824,0.05451005767849823
1574,0.16706163530093418
1223,-0.1713772504806561
1717,-0.0011965961610216347
1555,0.11988366629588443
1998,0.3040621040647174
1691,-0.04966566913894842
1600,0.14924160770640615
1992,0.3414886300937849
1958,0.13280689876395096
1487,0.3786913467787091
2092,0.10450205677244914
1647,-0.04500211915595585
1807,0.31675096540987896
1650,-0.14902581151071997
1613,-0.12749253230210217
1778,0.38752053699786543
1914,-0.03787328287058141
1550,0.4374347278014313
1923,-0.12204714154508013
1347,0.02239461359658375
